"provider","code","type","name","logo","direct","redirect","account_provider","account_accountId","account_jsUrl","account_apiKey","currencies","country"
"DLOCAL","PQ","TICKET","PIX","https://dx47udbydafe0.cloudfront.net/81def834-69a1-4ef6-94f0-f17f93629349.png","0","1","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","BR"
"BOA","CARD","CARD","VI","https://dx47udbydafe0.cloudfront.net/e7534ac6-2790-4095-bc9a-3b06a3937122.png","1","0","BOA","102","https://stc.boacompra.com/payment.boacompra.min.js","https://api.sandbox.boacompra.com","BRL","BR"
"BOA","boleto","TICKET","Boleto","https://pay.dlocal.com/views/2.0/images/payments/BL.png","0","1","BOA","102","https://stc.boacompra.com/payment.boacompra.min.js","https://api.sandbox.boacompra.com","BRL","BR"
"BOA","pagseguro","E-WALLET","pagseguro","https://dx47udbydafe0.cloudfront.net/6758c937-1d49-4f10-b013-e1c86c2b3d73.png","0","1","BOA","102","https://stc.boacompra.com/payment.boacompra.min.js","https://api.sandbox.boacompra.com","BRL","BR"
"BOA","paypal","E-WALLET","paypal","https://dx47udbydafe0.cloudfront.net/af0b5f3f-7636-41f6-9b7b-35c875d08435.png","0","1","BOA","102","https://stc.boacompra.com/payment.boacompra.min.js","https://api.sandbox.boacompra.com","BRL","BR"
"BOA","CARD","CARD","AE","https://dx47udbydafe0.cloudfront.net/53f4408c-8725-4457-a280-c64c43e9c1f3.png","1","0","BOA","102","https://stc.boacompra.com/payment.boacompra.min.js","https://api.sandbox.boacompra.com","BRL","BR"
"BOA","CARD","CARD","DI","https://dx47udbydafe0.cloudfront.net/187c4bef-7d58-479a-8baa-dc710f9d8bc8.png","1","0","BOA","102","https://stc.boacompra.com/payment.boacompra.min.js","https://api.sandbox.boacompra.com","BRL","BR"
"BOA","CARD","CARD","EL","https://dx47udbydafe0.cloudfront.net/ee038343-03aa-4efc-9875-f79cd93e339e.png","1","0","BOA","102","https://stc.boacompra.com/payment.boacompra.min.js","https://api.sandbox.boacompra.com","BRL","BR"
"BOA","CARD","CARD","HI","https://dx47udbydafe0.cloudfront.net/e3be4aa1-a1cb-475a-bbff-9bad2e44b1d1.png","1","0","BOA","102","https://stc.boacompra.com/payment.boacompra.min.js","https://api.sandbox.boacompra.com","BRL","BR"
"BOA","CARD","CARD","MC","https://dx47udbydafe0.cloudfront.net/630d351c-7287-4051-88d4-b3c0874ac9d4.png","1","0","BOA","102","https://stc.boacompra.com/payment.boacompra.min.js","https://api.sandbox.boacompra.com","BRL","BR"
